,ROE,ROA,Margem Liquida,Margem Bruta,Divida Liquida,EBITDA,Divida_Liquida_EBITDA,Liquidez Corrente,PL/Ativos,Passivos/Ativos,Margem Ebit,Lucro Líquido,Dividendos Propostos (BPP),Dividendos a Pagar (BPP),Dividendos Pagos (DFC),Payout Contábil (%),Payout Caixa (%),FCL,Dividendos_Pagos_Total,Total_Acoes,VPA,LPA,Giro Ativos,Ticker_CVM,Ano,Dividendos_Pagos_T1,CNPJ,ticker
618,26.782,11.354,25.801,47.71,2272275.0,2314393.0,0.982,1.071,42.393,100.0,-4.841,1436750.0,461788.0,221276.0,-1612140.0,47.542,112.207,1757037.0,1612140.0,0.0,0.0,0.0,44.006,17329,2013,1081320.0,02474103000119,EGIE3
619,24.458,10.155,21.369,38.59,2448003.0,2302950.0,1.063,1.681,41.518,100.0,-3.009,1383100.0,172081.0,200142.0,-1081320.0,26.912,78.181,1088680.0,1081320.0,0.0,0.0,0.0,47.52,17329,2014,704335.0,02474103000119,EGIE3
620,22.603,9.812,23.054,41.599,1849860.0,2503830.0,0.739,1.487,43.411,100.0,-3.15,1501300.0,0.0,271021.0,16425.0,18.052,1.094,1799679.0,704335.0,0.0,0.0,0.0,42.56,17329,2015,1164010.0,02474103000119,EGIE3
621,23.408,10.737,24.033,42.545,1273393.0,2300342.0,0.554,1.863,45.871,100.0,-4.956,1548300.0,0.0,372040.0,-23689.0,24.029,1.53,1252680.0,1164010.0,0.0,0.0,0.0,44.678,17329,2016,838621.0,02474103000119,EGIE3
622,29.329,10.244,28.596,42.883,4826350.0,2831791.0,1.704,0.658,34.927,100.0,-2.224,2004560.0,0.0,1300520.0,-68719.0,64.878,3.428,-2477178.0,838621.0,0.0,0.0,0.0,35.823,17329,2017,1989970.0,02474103000119,EGIE3
623,36.633,9.755,26.327,44.558,7304442.0,3627783.0,2.013,1.093,26.629,100.0,-2.862,2315410.0,0.0,2137040.0,-70885.0,92.296,3.061,-65950.0,1989970.0,0.0,0.0,0.0,37.053,17329,2018,2260820.0,02474103000119,EGIE3
624,33.021,7.669,23.572,42.343,10892800.0,4290000.0,2.539,1.128,23.224,100.0,1.462,2311100.0,0.0,1197920.0,-79755.0,51.833,3.451,-608520.0,2260820.0,0.0,0.0,0.0,32.535,17329,2019,1240920.0,02474103000119,EGIE3
625,36.131,7.95,22.818,44.565,12225150.0,5470805.0,2.235,1.437,22.003,100.0,0.867,2797270.0,0.0,1385060.0,-1437610.0,49.515,51.393,345312.0,1240920.0,815927740.0,0.009,0.003,34.841,17329,2020,2792600.0,02474103000119,EGIE3
626,19.728,4.106,12.479,47.136,14978320.0,3621817.0,4.136,1.475,20.812,100.0,-8.078,1564970.0,0.0,56558.0,-1258670.0,3.614,80.428,1650107.0,2792600.0,815927740.0,0.01,0.002,32.902,17329,2021,2286030.0,02474103000119,EGIE3
627,31.57,6.978,22.379,46.942,15121130.0,5649984.0,2.676,1.253,22.102,100.0,1.775,2664570.0,0.0,181104.0,-2286030.0,6.797,85.794,1553050.0,2286030.0,815927740.0,0.01,0.003,31.18,17329,2022,2379600.0,02474103000119,EGIE3
628,34.933,8.121,31.905,54.961,14850460.0,5072980.0,2.927,1.458,23.248,100.0,4.216,3429060.0,0.0,411578.0,-48429.0,12.003,1.412,2543530.0,2379600.0,815927740.0,0.012,0.004,25.454,17329,2023,1134000.0,02474103000119,EGIE3
629,5.691,1.379,6.82,38.961,3943800.0,1198730.0,3.29,1.481,24.226,100.0,-5.37,243367.0,0.0,64824.0,-51596.0,26.636,21.201,-232859.0,51596.0,0.0,0.0,0.0,20.216,17450,2012,55354.0,02387241000160,RAIL3
630,0.608,0.148,0.768,40.778,4054670.0,1212880.0,3.343,1.527,24.353,100.0,-7.47,27978.0,0.0,12564.0,-55354.0,44.907,197.848,-48526.0,55354.0,0.0,0.0,0.0,19.285,17450,2013,7288.0,02387241000160,RAIL3
631,-93.843,-12.841,-55.04,18.699,5465931.0,-729330.0,-7.494,0.293,13.684,100.0,-38.592,-2017880.0,0.0,5276.0,-7288.0,-0.261,-0.361,-994696.0,7288.0,0.0,0.0,0.0,23.331,17450,2014,1500.0,02387241000160,RAIL3
632,-52.957,-7.878,-28.704,16.594,5639918.0,-18242.0,-309.172,0.399,14.876,100.0,-17.034,-1190880.0,0.0,7371.0,-1500.0,-0.619,-0.126,-135780.0,1500.0,0.0,0.0,0.0,27.445,17450,2015,777.0,02387241000160,RAIL3
633,-18.547,-4.57,-24.412,12.533,8262643.0,287740.0,28.716,0.678,24.642,100.0,-5.86,-1052570.0,0.0,6729.0,-777.0,-0.639,-0.074,-531360.0,777.0,0.0,0.0,0.0,18.721,17450,2016,2069.0,02387241000160,RAIL3
634,-3.223,-0.985,-4.346,29.015,9492946.0,1415340.0,6.707,1.255,30.574,100.0,-5.214,-258438.0,0.0,0.0,-348114.0,-0.0,-134.699,-1791600.0,2069.0,0.0,0.0,0.0,22.67,17450,2017,3346.0,02387241000160,RAIL3
635,3.291,1.006,4.145,32.184,10452857.0,1750740.0,5.971,1.647,30.569,100.0,-5.597,272967.0,0.0,0.0,-384752.0,0.0,140.952,1293520.0,3346.0,0.0,0.0,0.0,24.268,17450,2018,4233.0,02387241000160,RAIL3
636,9.123,2.394,11.088,34.976,9756740.0,2113250.0,4.617,1.63,26.237,100.0,-5.161,785871.0,0.0,0.0,-416419.0,0.0,52.988,2726540.0,4233.0,0.0,0.0,0.0,21.588,17450,2019,1959.0,02387241000160,RAIL3
637,1.992,0.664,4.374,32.222,12133410.0,1948480.0,6.227,2.338,33.319,100.0,-4.252,304675.0,0.0,0.0,-5400240.0,0.0,1772.459,437000.0,1959.0,1852736772.0,0.008,0.0,15.174,17450,2020,7084.0,02387241000160,RAIL3
638,1.037,0.323,2.093,28.06,11730580.0,1519730.0,7.719,2.788,31.175,100.0,-7.633,155741.0,0.0,0.0,-443096.0,0.0,284.508,-15230.0,7084.0,1853319118.0,0.008,0.0,15.443,17450,2021,39321.0,02387241000160,RAIL3
639,3.336,1.119,5.223,31.97,9372710.0,3036170.0,3.087,1.714,33.536,100.0,-1.12,514021.0,0.0,0.0,-353373.0,0.0,68.747,3944677.0,39321.0,1852378334.0,0.008,0.0,21.417,17450,2022,124992.0,02387241000160,RAIL3
640,4.549,1.466,6.6,37.478,11730810.0,3474470.0,3.376,1.872,32.233,100.0,-5.712,721917.0,0.0,0.0,-397533.0,0.0,55.066,1545280.0,124992.0,1849503670.0,0.009,0.0,22.214,17450,2023,174244.0,02387241000160,RAIL3
641,10.474,5.549,7.722,47.341,-39687.0,1530088.0,-0.026,1.352,52.981,100.0,-34.969,1448890.0,0.0,373241.0,-73593.0,25.76,5.079,1392840.0,523283.0,0.0,0.0,0.0,71.868,17639,2012,734109.0,02558115000121,
642,10.316,5.351,7.558,45.675,-540982.0,1643799.0,-0.329,1.335,51.868,100.0,-33.433,1505610.0,0.0,396879.0,42513.0,26.36,2.824,1702560.0,734109.0,0.0,0.0,0.0,70.798,17639,2013,835898.0,02558115000121,
643,10.093,4.73,7.931,48.283,1521420.0,1655381.0,0.919,1.225,46.863,100.0,-35.534,1546420.0,0.0,421002.0,-123375.0,27.224,7.978,-422300.0,835898.0,0.0,0.0,0.0,59.636,17639,2014,360447.0,02558115000121,
644,12.231,5.85,12.084,51.532,1826040.0,3568944.0,0.512,1.39,47.828,100.0,-32.603,2071140.0,0.0,524779.0,304994.0,25.338,14.726,1454130.0,360447.0,0.0,0.0,0.0,48.41,17639,2015,460309.0,02558115000121,
645,4.366,2.165,4.805,50.738,1591590.0,595570.0,2.672,1.388,49.595,100.0,-41.619,750427.0,0.0,206112.0,305336.0,27.466,40.688,743020.0,460309.0,0.0,0.0,0.0,45.064,17639,2016,332658.0,02558115000121,
646,6.801,3.787,7.604,52.321,1730220.0,1128154.0,1.534,1.053,55.678,100.0,-40.412,1234510.0,0.0,143591.0,17677.0,11.631,1.432,1003530.0,332658.0,0.0,0.0,0.0,49.797,17639,2017,588247.0,02558115000121,
647,12.857,7.964,14.988,54.648,587487.0,1780766.0,0.33,0.848,61.94,100.0,-40.411,2545100.0,0.0,370105.0,37044.0,14.542,1.456,2298970.0,588247.0,0.0,0.0,0.0,53.136,17639,2018,770139.0,02558115000121,
648,5.012,2.761,4.237,36.712,1593047.0,2260120.0,0.705,0.91,55.084,100.0,-24.678,795846.0,0.0,202226.0,-7383.0,25.41,0.928,85580.0,169324.0,0.0,0.0,0.0,65.149,17647,2012,1627720.0,02558124000112,
649,9.964,6.337,13.121,51.183,771150.0,7212290.0,0.107,1.202,63.599,100.0,-29.927,4452180.0,3148770.0,467831.0,-3494000.0,81.232,78.478,6335920.0,3494000.0,0.0,0.0,0.0,48.298,17671,2012,4535520.0,02558157000162,VIVT3
650,8.663,5.344,10.702,49.478,2209610.0,4877120.0,0.453,1.157,61.682,100.0,-35.432,3715940.0,1175540.0,1187560.0,-4535520.0,63.594,122.056,4032480.0,4535520.0,0.0,0.0,0.0,49.93,17671,2013,2446620.0,02558157000162,VIVT3
651,10.983,6.757,14.105,50.792,3106570.0,5115970.0,0.607,0.969,61.52,100.0,-36.175,4936660.0,2768590.0,1495320.0,-245.0,86.372,0.005,1776580.0,2446620.0,0.0,0.0,0.0,47.902,17671,2014,3678660.0,02558157000162,VIVT3
652,4.988,3.364,8.49,49.499,4884450.0,5241630.0,0.932,0.996,67.431,100.0,-36.489,3420250.0,1287220.0,2209360.0,0.0,102.232,0.0,-4728500.0,3678660.0,0.0,0.0,0.0,39.619,17671,2015,2966380.0,02558157000162,VIVT3
653,5.9,4.003,9.61,51.014,4118970.0,6369260.0,0.647,0.9,67.843,100.0,-36.031,4085240.0,1913990.0,2195030.0,-239379.0,100.582,5.86,4546230.0,2966380.0,0.0,0.0,0.0,41.648,17671,2016,3668550.0,02558157000162,VIVT3
654,6.635,4.546,10.667,53.08,4411500.0,6633820.0,0.665,0.937,68.514,100.0,-37.727,4608790.0,2191860.0,2396120.0,-267254.0,99.548,5.799,4202880.0,3668550.0,0.0,0.0,0.0,42.617,17671,2017,4136880.0,02558157000162,VIVT3
655,12.468,8.705,20.542,51.624,2758110.0,9450340.0,0.292,1.07,69.819,100.0,-29.88,8928260.0,2468680.0,4172920.0,-85124.0,74.389,0.953,6265070.0,4136880.0,0.0,0.0,0.0,42.377,17671,2018,6176840.0,02558157000162,VIVT3
656,7.098,4.618,11.297,49.944,10431290.0,7214680.0,1.446,1.051,65.062,100.0,-33.646,5001010.0,2195580.0,3587420.0,-100581.0,115.637,2.011,9794010.0,6176840.0,0.0,0.0,0.0,40.879,17671,2019,5259370.0,02558157000162,VIVT3
657,6.858,4.387,11.062,47.38,7477080.0,6581660.0,1.136,1.066,63.967,100.0,-32.119,4770530.0,1587520.0,3866000.0,-5259370.0,114.317,110.247,12933340.0,5259370.0,1688174.0,41.202,2.826,39.661,17671,2020,4901330.0,02558157000162,VIVT3
658,8.898,5.386,14.147,43.72,10485510.0,7086110.0,1.48,0.938,60.525,100.0,-27.627,6229360.0,2028520.0,4265720.0,-4901330.0,101.042,78.681,9944830.0,4901330.0,1676938.0,41.746,3.715,38.069,17671,2021,5709260.0,02558157000162,VIVT3
659,5.928,3.407,8.447,42.9,17028010.0,6597910.0,2.581,0.78,57.467,100.0,-29.166,4057900.0,826731.0,3187420.0,-5709260.0,98.922,140.695,4738900.0,5709260.0,1663556731.0,0.041,0.002,40.33,17671,2022,3832610.0,02558157000162,VIVT3
660,7.239,4.174,9.674,43.541,14378980.0,7917820.0,1.816,0.958,57.668,100.0,-28.343,5039980.0,0.0,2247880.0,-3832610.0,44.601,76.044,10934910.0,3832610.0,1652584004.0,0.042,0.003,43.151,17671,2023,2532400.0,02558157000162,VIVT3
661,-7.138,-3.865,-2827.554,26.316,0.0,-2171.0,-0.0,0.056,54.154,100.0,-349.226,-9133.0,0.0,0.0,0.0,-0.0,-0.0,142.0,0.0,312420.0,0.41,-0.029,0.137,17868,2022,0.0,02258422000197,
662,49.102,41.364,11461.467,87.279,0.0,4064.0,0.0,0.109,84.242,100.0,102.228,123440.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,312421.0,0.805,0.395,0.361,17868,2023,0.0,02258422000197,
663,19.739,12.355,20.895,46.573,296703.0,286407.0,1.036,0.868,62.593,100.0,-13.716,270212.0,31436.0,64569.0,8683.0,35.53,3.213,379361.0,197493.0,0.0,0.0,0.0,59.13,17892,2012,194397.0,02762121000104,STBP3
664,17.615,11.559,18.518,41.738,198707.0,248306.0,0.8,0.848,65.619,100.0,-13.247,255060.0,35401.0,60054.0,8501.0,37.425,3.333,327805.0,194397.0,0.0,0.0,0.0,62.419,17892,2013,118829.0,02762121000104,STBP3
665,6.406,4.235,9.124,28.879,139540.0,42186.0,3.308,1.175,66.1,100.0,-13.667,91559.0,8738.0,40054.0,0.0,53.29,0.0,237225.0,118829.0,0.0,0.0,0.0,46.414,17892,2014,54577.0,02762121000104,STBP3
666,-1.288,-0.898,-1.88,26.953,113433.0,-110762.0,-1.024,1.473,69.718,100.0,-25.395,-18129.0,0.0,3826.0,0.0,-21.104,-0.0,140928.0,54577.0,0.0,0.0,0.0,47.775,17892,2015,4258.0,02762121000104,STBP3
667,-1.433,-1.051,-2.387,14.961,37277.0,-93022.0,-0.401,1.12,73.35,100.0,-15.996,-19910.0,0.0,113.0,0.0,-0.568,-0.0,109056.0,4258.0,0.0,0.0,0.0,44.043,17892,2016,0.0,02762121000104,STBP3
668,-0.4,-0.192,-0.646,21.563,-37633.0,-46468.0,0.81,1.178,48.136,100.0,-17.73,-5321.0,0.0,113.0,2271.0,-2.124,-42.68,101361.0,0.0,0.0,0.0,0.0,29.806,17892,2017,2066.0,02762121000104,STBP3
669,0.222,0.104,0.323,26.834,-26268.0,-11284.0,2.328,1.368,46.92,100.0,-19.74,2979.0,2123.0,720.0,6098.0,95.435,204.7,4928.0,2066.0,0.0,0.0,0.0,32.24,17892,2018,2830.0,02762121000104,STBP3
670,1.137,0.481,1.581,25.707,170020.0,3139.0,54.164,2.537,42.313,100.0,-16.866,15375.0,8033.0,3665.0,13068.0,76.085,84.995,-168306.0,2830.0,0.0,0.0,0.0,30.43,17892,2019,11680.0,02762121000104,STBP3
671,-0.656,-0.325,-1.48,23.769,-210667.0,-24737.0,8.516,4.181,49.588,100.0,-17.365,-13761.0,0.0,18.0,1061.0,-0.131,-7.71,-335295.0,11680.0,861580.0,2.434,-0.016,21.979,17892,2020,104762.0,02762121000104,STBP3
672,12.424,5.718,17.711,39.913,-430105.0,271281.0,-1.585,2.371,46.024,100.0,-15.357,271732.0,33958.0,111140.0,2794.0,53.397,1.028,365595.0,104762.0,862412.0,2.536,0.315,32.284,17892,2021,655707.0,02762121000104,STBP3
673,20.52,9.875,22.23,45.386,-279564.0,453358.0,-0.617,1.405,48.127,100.0,-14.183,429450.0,12936.0,11790.0,1720.0,5.758,0.401,671128.0,655707.0,863604.0,2.423,0.497,44.424,17892,2022,310882.0,02762121000104,STBP3
674,22.747,10.712,23.622,50.844,56405.0,606696.0,0.093,0.934,47.092,100.0,-14.352,504304.0,141371.0,69776.0,2206.0,41.869,0.437,197705.0,310882.0,863476.0,2.568,0.584,45.348,17892,2023,668227.0,02762121000104,STBP3
675,-32.608,-10.281,-98.721,54.219,2622172.0,-593971.0,-4.415,0.466,31.53,100.0,-78.878,-795703.0,0.0,0.0,0.0,-0.0,-0.0,-1147580.0,0.0,0.0,0.0,0.0,10.415,17914,2012,0.0,02762115000149,
676,-147.965,-28.547,-198.671,62.78,89166.0,-2580871.0,-0.035,1.241,19.293,100.0,-180.318,-2068480.0,0.0,0.0,0.0,-0.0,-0.0,-785244.0,0.0,0.0,0.0,0.0,14.369,17914,2013,0.0,02762115000149,
677,268.467,-68.678,-675.799,40.077,98341.0,-3869602.0,-0.025,0.311,-25.582,100.0,-673.851,-2223690.0,0.0,0.0,0.0,-0.0,-0.0,106129.0,0.0,0.0,0.0,0.0,10.162,17914,2014,0.0,02762115000149,
678,-13.086,23.7,26177.384,-134.06,149660.0,138090.0,1.084,0.362,-181.108,100.0,55686.649,96071.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.091,17914,2015,0.0,02762115000149,
679,-87.198,221.725,15160.521,-276.203,129961.0,347000.0,0.375,0.192,-254.279,100.0,15400.11,412821.0,0.0,0.0,0.0,0.0,0.0,-14780.0,0.0,0.0,0.0,0.0,1.463,17914,2016,0.0,02762115000149,
680,5.546,-16.476,-6123.128,-4.405,141995.0,-43482.0,-3.266,0.142,-297.067,100.0,-3292.07,-27799.0,0.0,0.0,0.0,-0.0,-0.0,-9853.0,0.0,0.0,0.0,0.0,0.269,17914,2017,0.0,02762115000149,
681,18.208,-90.946,-4134.161,-14.302,172362.0,-45323.0,-3.803,0.041,-499.483,100.0,-1664.95,-111581.0,0.0,0.0,0.0,-0.0,-0.0,-3307.0,0.0,0.0,0.0,0.0,2.2,17914,2018,0.0,02762115000149,
682,16.455,-98.339,-9647.882,-21.103,185576.0,-81532.0,-2.276,0.034,-597.639,100.0,-6496.243,-120695.0,0.0,0.0,0.0,-0.0,-0.0,846.0,0.0,0.0,0.0,0.0,1.019,17914,2019,0.0,02762115000149,
683,-2.051,-0.605,-27.122,100.0,-6088.0,-420500.0,0.014,1.348,29.498,100.0,-435.62,-16311.0,0.0,0.0,1.0,-0.0,-0.006,114109.0,17725.0,0.0,0.0,0.0,2.231,17922,2012,85000.0,02762113000150,
684,8.995,5.34,14.375,45.727,423215.0,243056.0,1.741,1.467,59.362,100.0,-28.435,202044.0,0.0,0.0,0.0,0.0,0.0,-517158.0,0.0,0.0,0.0,0.0,37.146,17973,2012,154944.0,02800026000140,COGN3
685,19.726,12.664,25.624,54.245,525027.0,558750.0,0.94,1.743,64.197,100.0,-26.529,516571.0,0.0,0.0,665.0,0.0,0.129,384310.0,154944.0,0.0,0.0,0.0,49.42,17973,2013,628187.0,02800026000140,COGN3
686,8.742,6.461,26.51,56.467,491354.0,1040820.0,0.472,1.534,73.914,100.0,-28.892,1000600.0,0.0,0.0,0.0,0.0,0.0,985288.0,628187.0,0.0,0.0,0.0,24.373,17973,2014,261407.0,02800026000140,COGN3
687,11.205,8.391,26.517,57.439,360172.0,1495370.0,0.241,1.399,74.883,100.0,-29.037,1396130.0,0.0,0.0,569785.0,0.0,40.812,491692.0,261407.0,0.0,0.0,0.0,31.643,17973,2015,564518.0,02800026000140,COGN3
688,13.464,10.594,35.553,58.877,-799978.0,2046561.0,-0.391,2.124,78.685,100.0,-24.435,1864640.0,0.0,0.0,0.0,0.0,0.0,1670783.0,564518.0,0.0,0.0,0.0,29.798,17973,2016,692357.0,02800026000140,COGN3
689,12.377,10.083,33.868,62.109,-617447.0,1718233.0,-0.359,2.628,81.465,100.0,-31.62,1882320.0,0.0,0.0,0.0,0.0,0.0,758590.0,692357.0,0.0,0.0,0.0,29.772,17973,2017,638867.0,02800026000140,COGN3
690,8.702,4.545,22.982,62.565,6198007.0,1254491.0,4.941,2.168,52.233,100.0,-42.025,1392860.0,0.0,0.0,5263310.0,0.0,377.878,-3660250.0,638867.0,0.0,0.0,0.0,19.777,17973,2018,196357.0,02800026000140,COGN3
691,1.532,0.711,3.452,60.018,11734319.0,1056215.0,11.11,1.628,46.413,100.0,-45.546,242588.0,0.0,0.0,-342993.0,0.0,141.389,440606.0,196357.0,0.0,0.0,0.0,20.596,17973,2019,0.0,02800026000140,COGN3
692,-40.642,-18.86,-110.185,63.051,8048310.0,-3813846.0,-2.11,1.762,46.405,100.0,-124.482,-5805800.0,0.0,0.0,-1261460.0,-0.0,-21.728,-1277567.0,0.0,1868967805.0,0.008,-0.003,17.117,17973,2020,0.0,02800026000140,COGN3
693,-3.725,-1.799,-10.736,60.157,8292280.0,-492284.0,-16.845,1.704,48.296,100.0,-58.516,-512985.0,0.0,0.0,-2356130.0,-0.0,-459.298,109999.0,0.0,1873745608.0,0.007,-0.0,16.758,17973,2021,0.0,02800026000140,COGN3
694,-4.086,-2.049,-10.624,63.378,8082558.0,-160404.0,-50.389,1.243,50.163,100.0,-57.422,-540998.0,0.0,0.0,-1859520.0,-0.0,-343.72,557127.0,0.0,1874692369.0,0.007,-0.0,19.291,17973,2022,0.0,02800026000140,COGN3
695,-4.024,-2.034,-8.794,63.727,7151107.0,211531.0,33.806,1.358,50.55,100.0,-51.136,-511353.0,0.0,0.0,-795210.0,-0.0,-155.511,1185708.0,0.0,1871956123.0,0.007,-0.0,23.133,17973,2023,0.0,02800026000140,COGN3
696,11.163,5.303,32.858,53.52,-32743.0,-4003.0,8.18,2.046,47.504,100.0,-25.465,8218.0,0.0,7244.0,0.0,88.148,0.0,-8041.0,5539.0,0.0,0.0,0.0,16.14,18287,2012,3675.0,02105040000123,
697,6.384,3.638,22.468,73.372,-26852.0,-9642.0,2.785,2.592,56.982,100.0,-58.216,4698.0,0.0,4069.0,0.0,86.611,0.0,1747.0,3675.0,0.0,0.0,0.0,16.191,18287,2013,1573.0,02105040000123,
698,6.754,4.099,29.929,84.84,-28760.0,-9806.0,2.933,2.209,60.697,100.0,-66.402,4985.0,0.0,4346.0,0.0,87.182,0.0,5977.0,1573.0,0.0,0.0,0.0,13.696,18287,2014,1880.0,02105040000123,
699,8.346,5.595,34.382,88.647,-26954.0,-9661.0,2.79,2.501,67.04,100.0,-67.758,6184.0,0.0,5405.0,0.0,87.403,0.0,2540.0,1880.0,0.0,0.0,0.0,16.274,18287,2015,2424.0,02105040000123,
700,9.666,6.774,34.197,93.436,-35301.0,-8006.0,4.409,2.916,70.084,100.0,-65.58,7195.0,0.0,6243.0,0.0,86.769,0.0,13750.0,2424.0,0.0,0.0,0.0,19.809,18287,2016,2495.0,02105040000123,
701,10.748,8.045,35.823,97.723,-32188.0,-6365.0,5.057,2.57,74.849,100.0,-62.929,8009.0,0.0,6948.0,0.0,86.752,0.0,3130.0,2495.0,0.0,0.0,0.0,22.457,18287,2017,4183.0,02105040000123,
702,2.699,2.349,15.852,95.761,-23556.0,-10676.0,2.206,4.44,87.041,100.0,-92.368,2023.0,0.0,1977.0,0.0,97.726,0.0,-1684.0,4183.0,0.0,0.0,0.0,14.819,18287,2018,855.0,02105040000123,
703,-4.839,-3.729,-12.83,98.609,-3299.0,-15285.0,0.216,3.711,77.054,100.0,-118.501,-1448.0,0.0,38.0,0.0,-2.624,-0.0,25992.0,855.0,0.0,0.0,0.0,29.062,18287,2019,651.0,02105040000123,
704,8.568,5.955,45.123,92.055,-3957.0,251.0,-15.765,3.422,69.506,100.0,-12.93,2743.0,0.0,690.0,0.0,25.155,0.0,806.0,651.0,41649.0,0.769,0.066,13.198,18287,2020,84.0,02105040000123,
705,49.841,22.85,42.665,65.318,826784.0,1379800.0,0.599,0.734,45.845,100.0,0.0,901263.0,181875.0,24655.0,0.0,22.916,0.0,1096029.0,1046750.0,0.0,0.0,0.0,53.556,18350,2012,907957.0,02998609000127,
706,49.409,21.638,37.714,58.289,1008256.0,1362180.0,0.74,0.856,43.793,100.0,0.0,881359.0,226095.0,21438.0,-797973.0,28.085,90.539,736069.0,907957.0,0.0,0.0,0.0,57.372,18350,2013,888508.0,02998609000127,
707,10.069,4.367,15.018,43.556,994715.0,395182.0,2.517,0.871,43.367,100.0,-7.92,182647.0,0.0,161904.0,-190373.0,88.643,104.23,332051.0,190373.0,0.0,0.0,0.0,29.078,18368,2015,338567.0,02998301000181,GEPA3
708,20.375,8.228,27.078,53.434,675188.0,604068.0,1.118,0.761,40.382,100.0,-5.041,361040.0,0.0,228692.0,-338567.0,63.343,93.775,726945.0,338567.0,0.0,0.0,0.0,30.385,18368,2016,345677.0,02998301000181,GEPA3
709,14.4,5.408,16.781,31.829,510852.0,354358.0,1.442,0.731,37.556,100.0,-4.585,243881.0,0.0,189012.0,-345677.0,77.502,141.74,472679.0,345677.0,0.0,0.0,0.0,32.227,18368,2017,307432.0,02998301000181,GEPA3
710,15.648,5.725,19.404,41.382,532934.0,465389.0,1.145,0.858,36.585,100.0,-4.238,255911.0,0.0,185414.0,-307432.0,72.453,120.132,327202.0,307432.0,0.0,0.0,0.0,29.504,18368,2018,303836.0,02998301000181,GEPA3
711,15.888,5.585,17.822,38.28,250635.0,453629.0,0.553,0.75,35.151,100.0,-4.693,246390.0,0.0,184508.0,-303836.0,74.885,123.315,594314.0,303836.0,0.0,0.0,0.0,31.336,18368,2019,125130.0,02998301000181,GEPA3
712,36.714,12.269,48.366,97.029,-35449.0,1380131.0,-0.026,0.668,33.419,100.0,-1.038,701868.0,0.0,324154.0,-57690.0,46.184,8.219,471155.0,125130.0,94433.0,20.244,7.432,25.368,18368,2020,277401.0,02998301000181,GEPA3
713,-0.461,-0.222,-0.653,16.792,1108181.0,192414.0,5.759,0.417,48.113,100.0,-1.486,-8800.0,0.0,1515.0,-45013.0,-17.216,-511.511,-836893.0,277401.0,94433.0,20.201,-0.093,33.968,18368,2021,126369.0,02998301000181,GEPA3
714,16.61,8.575,29.922,55.638,3383356.0,1249967.0,2.707,1.908,51.626,100.0,-4.622,843488.0,0.0,6340.0,-530507.0,0.752,62.894,8781.0,530507.0,0.0,0.0,0.0,28.658,18376,2012,34.0,02998611000104,TRPL3
715,0.65,0.455,3.253,42.524,1235207.0,-368384.0,-3.353,2.094,70.071,100.0,-63.875,31921.0,30000.0,204092.0,55752.0,733.348,174.656,1094899.0,34.0,0.0,0.0,0.0,13.995,18376,2013,423858.0,02998611000104,TRPL3
716,7.263,5.317,34.434,50.886,1187179.0,283913.0,4.181,3.018,73.208,100.0,-10.233,379732.0,0.0,33703.0,0.0,8.875,0.0,474011.0,423858.0,0.0,0.0,0.0,15.441,18376,2014,364901.0,02998611000104,TRPL3
717,9.378,7.047,40.181,55.302,1090529.0,391188.0,2.788,2.128,75.15,100.0,-7.594,517186.0,0.0,2156.0,0.0,0.417,0.0,594729.0,364901.0,0.0,0.0,0.0,17.539,18376,2015,109710.0,02998611000104,TRPL3
718,48.065,32.849,63.541,93.645,1005926.0,7252321.0,0.139,2.81,68.342,100.0,1.27,4949330.0,0.0,139946.0,97373.0,2.828,1.967,236025.0,109710.0,0.0,0.0,0.0,51.697,18376,2016,636118.0,02998611000104,TRPL3
719,12.371,8.031,51.291,78.037,1936405.0,1916926.0,1.01,3.35,64.918,100.0,-2.243,1385460.0,84693.0,3112.0,-162433.0,6.338,11.724,184960.0,636118.0,0.0,0.0,0.0,15.657,18376,2017,2064260.0,02998611000104,TRPL3
720,16.773,10.221,59.512,77.227,2998224.0,2242234.0,1.337,4.627,60.939,100.0,-0.017,1895240.0,0.0,7835.0,18059.0,0.413,0.953,1211667.0,2064260.0,0.0,0.0,0.0,17.175,18376,2018,900714.0,02998611000104,TRPL3
721,12.931,8.239,53.839,71.191,2697779.0,2132684.0,1.265,3.053,63.714,100.0,-0.357,1779450.0,0.0,102079.0,-169721.0,5.737,9.538,1507879.0,900714.0,0.0,0.0,0.0,15.302,18376,2019,747369.0,02998611000104,TRPL3
722,23.947,13.755,91.511,69.268,2468391.0,4151135.0,0.595,4.013,57.438,100.0,50.503,3382650.0,0.0,500513.0,-167144.0,14.796,4.941,1184798.0,747369.0,658883304.0,0.021,0.005,15.031,18376,2020,2656470.0,02998611000104,TRPL3
723,20.536,10.484,54.892,74.477,7133918.0,4154731.0,1.717,3.049,51.05,100.0,5.702,3037810.0,0.0,110543.0,-262099.0,3.639,8.628,-929865.0,2656470.0,658883304.0,0.022,0.005,19.099,18376,2021,97726.0,02998611000104,TRPL3
724,14.028,7.195,42.561,60.17,7705174.0,3154206.0,2.443,3.611,51.286,100.0,3.865,2319790.0,0.0,611208.0,-430756.0,26.348,18.569,500608.0,97726.0,658883304.0,0.025,0.004,16.904,18376,2022,597757.0,02998611000104,TRPL3
